ID,YEAR,COUNTRY,MAGNITUDE
3198,1922,TAIWAN,7.6
3200,1922,PERU,7.4
3201,1922,RUSSIA,7.5
6315,1922,CHILE,
3202,1922,CHILE,8.7
3205,1922,AFGHANISTAN,7.5
3207,1922,JAPAN,
6279,1922,NEW ZEALAND,6.3
6280,1923,USA,7.2
3212,1923,RUSSIA,8.3
3213,1923,IRAN,5.5
3214,1923,ECUADOR,6.8
3215,1923,RUSSIA,7.7
6281,1923,PHILIPPINES,7.2
3216,1923,CROATIA,
3218,1923,CHINA,7.3
3219,1923,RUSSIA,7.2
6283,1923,CHILE,7
3220,1923,ITALY,
3221,1923,INDONESIA,
3223,1923,IRAN,5.7
6284,1923,JAPAN,
6285,1923,PHILIPPINES,5.5
6633,1923,CHILE,
3227,1923,JAPAN,7.9
3229,1923,JAPAN,7.7
3232,1923,IRAN,6.4
3233,1923,IRAN,6.9
3235,1923,INDONESIA,7.5
6286,1923,PAPUA NEW GUINEA,7.2
6287,1923,PAPUA NEW GUINEA,7.2
3239,1923,COLOMBIA,5.3
3240,1923,ITALY,
3241,1923,COLOMBIA,
3243,1924,JAPAN,
3244,1924,ECUADOR,6.9
6288,1924,RUSSIA,6.8
3245,1924,ALGERIA,5.6
6290,1924,PHILIPPINES,8.3
6291,1924,PHILIPPINES,6.5
9072,1924,TURKEY,5.3
3247,1924,AUSTRALIA,7.8
3248,1924,RUSSIA,7.6
7997,1924,CHINA,7.3
3249,1924,AUSTRALIA,7.5
7099,1924,ICELAND,
3250,1924,PHILIPPINES,7.3
3252,1924,TURKEY,6.8
3253,1924,ITALY,
3254,1924,INDONESIA,
3255,1924,ITALY,
3256,1924,INDONESIA,
6294,1925,INDONESIA,
3257,1925,TURKEY,5.8
6295,1925,USA,6.8
3258,1925,ITALY,
3261,1925,CHINA,7
3262,1925,ITALY,
3263,1925,VANUATU,7.6
6583,1925,PHILIPPINES,6.8
3264,1925,ITALY,
6543,1925,CHILE,7.1
3267,1925,JAPAN,6.8
3268,1925,PHILIPPINES,6.3
9672,1925,USA,6.7
3270,1925,USA,6.8
3272,1925,ITALY,
3274,1925,TURKEY,5.9
3275,1925,NICARAGUA,6.7
3277,1925,ATLANTIC OCEAN,7.5
3278,1925,CHINA,5.8
3279,1925,PHILIPPINES,7.3
6317,1925,MEXICO,7
3280,1925,ITALY,
3281,1925,IRAN,5.5
3282,1925,IRAN,5.5
6298,1926,USA,
3284,1926,SOLOMON ISLANDS,7.5
3285,1926,ITALY,
3288,1926,GREECE,7.9
3290,1926,INDONESIA,5.8
3291,1926,ITALY,
3292,1926,JAPAN,7.5
7865,1926,INDONESIA,
3293,1926,ITALY,5.3
7864,1926,AZORES (PORTUGAL),
6300,1926,SOLOMON ISLANDS,6.9
3294,1926,AUSTRALIA,7.9
3295,1926,SERBIA AND MONTENEGRO,
3296,1926,TURKEY,5.7
3297,1926,INDONESIA,7.9
3298,1926,NICARAGUA,7
3299,1926,CHINA,5.5
6318,1926,CHILE,6
3300,1926,INDONESIA,
3301,1926,ALBANIA,5.8
3304,1926,MOROCCO,
3305,1927,USA,5.8
3306,1927,JAPAN,7.3
3310,1927,CHINA,6
3311,1927,CHINA,5
3312,1927,ITALY,
3313,1927,SERBIA AND MONTENEGRO,5.9
3315,1927,CHINA,7.6
3318,1927,ITALY,
6508,1927,UKRAINE,6
3321,1927,GREECE,7.3
3325,1927,ISRAEL,6.3
6301,1927,JAPAN,6.9
3327,1927,SLOVENIA,
3328,1927,ITALY,
6584,1927,JAPAN,6.9
3329,1927,TAIWAN,6.8
3330,1927,UKRAINE,6.8
6509,1927,UKRAINE,5.7
3331,1927,ITALY,
7442,1927,USA,7.1
3332,1927,ITALY,
3335,1927,USA,7.3
3336,1927,ITALY,
6302,1927,CHILE,7.1
3337,1927,ITALY,
3338,1927,CHINA,5.5
3339,1927,INDONESIA,6.3
6303,1927,RUSSIA,7.5
3340,1928,ITALY,
3341,1928,FRANCE,
6304,1928,CANADA,5.8
3342,1928,MEXICO,7.7
3343,1928,ITALY,6
3345,1928,IRAN,5
3346,1928,INDIAN OCEAN,8.1
3347,1928,NEW CALEDONIA,7.5
3348,1928,MEXICO,7.7
3351,1928,ITALY,5.8
3353,1928,TURKEY,6.5
3357,1928,PERU,6.9
3358,1928,BULGARIA,6.8
3361,1928,MEXICO,7.8
3363,1928,BULGARIA,7
3366,1928,GREECE,6
7776,1928,GREECE,5
8217,1928,GREECE,5.2
6077,1928,PERU,6.8
6078,1928,TURKEY,4.3
3367,1928,PERU,7.3
6079,1928,TONGA,
6628,1928,JAPAN,
3368,1928,PHILIPPINES,7
3371,1928,MEXICO,7.7
6080,1928,PERU,7
7998,1928,CHINA,5.8
3373,1928,IRAN,5.4
3376,1928,MEXICO,7.6
6081,1928,CHILE,7.1
3378,1928,CHILE,7.6
3380,1928,PHILIPPINES,7.3
3381,1929,RUSSIA,7.7
7999,1929,CHINA,6
3385,1929,VENEZUELA,6.9
3386,1929,MYANMAR (BURMA),5.5
3387,1929,AFGHANISTAN,7.1
3389,1929,USA,7.8
3390,1929,IRAN,7.4
3393,1929,TURKEY,6.5
6082,1929,JAPAN,6.8
6083,1929,CANADA,7
3394,1929,MYANMAR (BURMA),
3395,1929,PHILIPPINES,7.2
3396,1929,NEW ZEALAND,7.5
3398,1929,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,7.8
3399,1929,IRAN,5.8
3400,1929,IRAN,6.2
3401,1929,ICELAND,6.3
6518,1929,USA,
3402,1929,CHILE,7.5
3403,1929,CANADA,7.3
3404,1929,USA,7.8
8000,1930,CHINA,5.5
3405,1930,ALBANIA,5.6
3406,1930,GREECE,6.7
8184,1930,SPAIN,
3407,1930,ITALY,
3461,1930,NICARAGUA,
3409,1930,MYANMAR (BURMA),7.3
3412,1930,IRAN,7.5
8001,1930,CHINA,6
6085,1930,INDONESIA,6
3414,1930,BANGLADESH,7.1
3415,1930,SPAIN,5.6
3416,1930,MYANMAR (BURMA),
6086,1930,INDONESIA,6.5
3420,1930,ITALY,6.5
3422,1930,CHINA,5.5
6619,1930,USA,5.2
6087,1930,INDONESIA,
8002,1930,CHINA,6.5
3423,1930,TAJIKISTAN,6.3
6088,1930,PAPUA NEW GUINEA,6.6
3424,1930,IRAN,5
3426,1930,ITALY,5.9
8188,1930,KENYA,
3430,1930,ALBANIA,6
3431,1930,JAPAN,7.1
3434,1930,ALBANIA,5
3435,1930,MYANMAR (BURMA),7.3
3436,1930,ITALY,
3437,1930,TAIWAN,6.3
8003,1930,TAIWAN,5.5
6090,1930,PAPUA NEW GUINEA,6.5
7446,1930,ARGENTINA,6
6091,1930,CHILE,6
3440,1931,GREECE,5.3
3441,1931,MEXICO,7.9
3442,1931,ITALY,
3443,1931,MYANMAR (BURMA),7.6
3446,1931,ALBANIA,5.8
3445,1931,MYANMAR (BURMA),
3449,1931,ITALY,
3450,1931,NEW ZEALAND,7.7
6092,1931,NEW ZEALAND,7.1
6319,1931,NEW ZEALAND,
3454,1931,GREECE,6.9
3457,1931,JAPAN,7.7
6093,1931,CHILE,7.1
3458,1931,PHILIPPINES,6.9
3459,1931,ITALY,
3460,1931,NICARAGUA,5.6
3462,1931,ITALY,
3463,1931,ITALY,
3466,1931,ARMENIA,6.3
10092,1931,UK,6
3467,1931,ITALY,
7458,1931,PAPUA NEW GUINEA,7
3470,1931,CHINA,8
3472,1931,PAKISTAN,7.4
3473,1931,ITALY,
3475,1931,JAPAN,7
6320,1931,INDONESIA,7.4
3476,1931,SOLOMON ISLANDS,7.8
3478,1931,SOLOMON ISLANDS,7.7
3480,1931,JAPAN,7.5
3483,1932,PERU,6.8
3484,1932,CUBA,5.4
3485,1932,CHINA,6
3486,1932,FIJI,6.2
8004,1932,CHINA,6
3487,1932,INDONESIA,7.4
3488,1932,IRAN,5.4
3489,1932,NICARAGUA,7.6
3491,1932,KERMADEC ISLANDS (NEW ZEALAND),7.9
3492,1932,MEXICO,8.1
3496,1932,MEXICO,7.9
3497,1932,MEXICO,6.9
3498,1932,MYANMAR (BURMA),7
3499,1932,PHILIPPINES,
6094,1932,INDONESIA,
6095,1932,NEW ZEALAND,6.8
3502,1932,GREECE,6.9
3503,1932,GREECE,6.2
3504,1932,PACIFIC OCEAN,7.5
6096,1932,VENEZUELA,
6639,1932,USA,
3505,1932,USA,7.2
3507,1932,CHINA,7.6
3481,1932,EL SALVADOR,
3482,1932,CHINA,5
3508,1933,CHILE,7.6
3509,1933,ITALY,
3512,1933,JAPAN,8.4
3516,1933,USA,6.3
3518,1933,GREECE,6.4
8159,1933,TOGO,
3520,1933,EL SALVADOR,6.9
6098,1933,JAPAN,
3521,1933,INDONESIA,7.5
3522,1933,CHINA,7.5
3523,1933,CHINA,5
3524,1933,ITALY,
6099,1933,ECUADOR,6.9
3525,1933,CHILE,5.5
10236,1933,CANADA,7.7
3526,1933,IRAN,6.3
9232,1933,PAPUA NEW GUINEA,
3527,1934,CHINA,6
3528,1934,NEPAL,8
8006,1934,CHINA,6.3
3530,1934,PHILIPPINES,7.9
3531,1934,NEW ZEALAND,7.5
7100,1934,ICELAND,
3534,1934,PANAMA,7.7
3536,1934,SOLOMON ISLANDS,7.8
6101,1934,SOLOMON ISLANDS,7.1
3532,1934,TAIWAN,6.5
5740,1934,TURKEY,
3537,1934,MEXICO,7
5741,1934,HONDURAS,
5742,1934,CHILE,6.9
9900,1934,PAPUA NEW GUINEA,
5743,1934,TURKEY,
3538,1934,AZORES (PORTUGAL),
3539,1934,USA,7.1
3540,1935,TURKEY,6.2
3541,1935,GREECE,6.7
3542,1935,IRAN,6
3544,1935,IRAN,6.3
3546,1935,TAIWAN,6
3547,1935,CHINA,6
3549,1935,TURKEY,6.1
8009,1935,TAIWAN,6
3550,1935,PAKISTAN,7.5
8008,1935,TAIWAN,5.8
3554,1935,JAPAN,6.3
3555,1935,TAIWAN,6.5
6102,1935,JAPAN,
3556,1935,COLOMBIA,
3557,1935,ITALY,
3558,1935,RUSSIA,7.6
3559,1935,PAPUA NEW GUINEA,7.8
6104,1935,JAPAN,
6105,1935,JAPAN,
3561,1935,USA,6.2
3563,1935,USA,6
6106,1935,INDONESIA,6.5
3564,1935,MEXICO,
3565,1935,SOLOMON ISLANDS,7.6
8010,1935,CHINA,6
3567,1935,INDONESIA,7.9
3568,1936,COLOMBIA,7
3569,1936,CHINA,6.8
3572,1936,INDONESIA,7.7
3571,1936,CHINA,6.8
3573,1936,CHINA,6.8
3574,1936,RUSSIA,7.2
3575,1936,IRAN,6.2
3577,1936,SOUTH KOREA,5
6107,1936,CHILE,7.3
3578,1936,CHINA,6
3579,1936,COLOMBIA,
3580,1936,CHINA,5.5
3581,1936,TAIWAN,7.2
3582,1936,INDONESIA,7.3
3583,1936,INDONESIA,
6108,1936,JAPAN,
3584,1936,CHINA,5.5
3585,1936,RUSSIA,7.3
3586,1936,EL SALVADOR,
3587,1936,JAPAN,
3589,1937,CHINA,7.5
3590,1937,NICARAGUA,
3591,1937,ALGERIA,5.2
3592,1937,RUSSIA,7.6
3594,1937,FIJI,8.1
10010,1937,PAPUA NEW GUINEA,
3595,1937,MEXICO,7.7
3596,1937,CHINA,7
3598,1937,PHILIPPINES,7.5
3599,1937,CHINA,5
6109,1937,RUSSIA,
3600,1937,INDONESIA,7.2
3601,1937,MEXICO,
6550,1937,INDONESIA,
3602,1937,AFGHANISTAN,7.2
8011,1937,TAIWAN,7
3603,1937,MEXICO,7.5
3605,1937,PERU,6.2
3607,1937,EL SALVADOR,
3608,1938,MEXICO,
3609,1938,INDONESIA,8.5
3611,1938,COLOMBIA,
6643,1938,INDONESIA,
6110,1938,PAPUA NEW GUINEA,
10022,1938,CANADA,6.3
3614,1938,TURKEY,6.7
3615,1938,NICARAGUA,
3616,1938,NICARAGUA,
3617,1938,PAPUA NEW GUINEA,7.5
3618,1938,CHINA,6
3619,1938,INDONESIA,7.6
6586,1938,JAPAN,
6321,1938,JAPAN,6.1
3621,1938,JAPAN,7.6
3622,1938,MEXICO,
3624,1938,ECUADOR,6.3
3626,1938,JAPAN,7.7
3627,1938,JAPAN,7.6
3628,1938,JAPAN,7.5
9844,1938,JAPAN,7.1
6632,1938,JAPAN,
3629,1938,USA,8.2
6337,1938,JAPAN,6
6338,1938,JAPAN,
6322,1938,JAPAN,
8012,1938,TAIWAN,7
3631,1939,TURKEY,5.3
3632,1939,CHILE,8.3
7778,1939,ITALY,
3635,1939,PAPUA NEW GUINEA,7.7
6339,1939,JAPAN,6.6
6340,1939,CHILE,7.4
3637,1939,SOLOMON ISLANDS,7.9
3639,1939,JAPAN,7
6341,1939,PHILIPPINES,6.5
3640,1939,AZORES (PORTUGAL),6.5
3642,1939,GHANA,6.4
3644,1939,PERU,
6342,1939,CUBA,5.6
8013,1939,CHINA,5.5
3645,1939,TURKEY,6.5
3646,1939,PERU,
3647,1939,TURKEY,5.9
3649,1939,AFGHANISTAN,6.9
3651,1939,INDONESIA,8
6510,1939,TURKEY,7.7
7774,1940,ITALY,4.8
3772,1940,ARGENTINA,
8014,1940,CHINA,6
3658,1940,NICARAGUA,
3656,1940,TURKEY,
3659,1940,CHINA,6
3660,1940,TURKEY,6
3662,1940,USA,7.2
3666,1940,PERU,8.2
8015,1940,CHINA,5.5
3669,1940,USA,7.4
6343,1940,JAPAN,7.5
3671,1940,CHINA,5.8
6323,1940,CHILE,7.3
6344,1940,CHILE,7
3673,1940,ROMANIA,7.3
8182,1941,YEMEN,5.9
6345,1941,PAPUA NEW GUINEA,7.4
6346,1941,USA,6.6
3675,1941,IRAN,6.3
7773,1941,ITALY,
3678,1941,MEXICO,7.9
3679,1941,CHINA,6
8016,1941,CHINA,7
3681,1941,INDIA,7.6
3682,1941,TUNISIA,
3684,1941,TURKEY,6
3686,1941,CHINA,6
3687,1941,TURKEY,5.9
3688,1941,JAPAN,7.4
3690,1941,ATLANTIC OCEAN,8.3
3691,1941,COSTA RICA,7.6
6347,1941,COSTA RICA,6.9
3693,1941,TAIWAN,7.1
3695,1941,CHINA,7
3696,1942,CHINA,6.8
3697,1942,PHILIPPINES,7.8
3699,1942,ECUADOR,7.9
3704,1942,COLOMBIA,5.8
3705,1942,INDONESIA,7.5
3706,1942,ARGENTINA,
7892,1942,CHINA,6
3708,1942,GUATEMALA,7.9
3710,1942,PERU,8.2
3712,1942,ALBANIA,6
3716,1942,SOUTH AFRICA,7.9
3717,1942,MEXICO,
3718,1942,TURKEY,6.1
3720,1942,TURKEY,
3723,1942,TURKEY,
3724,1942,TURKEY,
3725,1942,TURKEY,7.3
3729,1942,CROATIA,6
3730,1943,TURKEY,6.6
3731,1943,BOSNIA-HERZEGOVINA,
8238,1943,ECUADOR,6.9
3733,1943,PERU,5
3737,1943,MEXICO,7.5
3739,1943,CHINA,6.5
3740,1943,CHILE,8.2
3742,1943,ALGERIA,5
3743,1943,ITALY,
3744,1943,PHILIPPINES,8.1
3745,1943,INDONESIA,7.6
6587,1943,JAPAN,
3747,1943,TURKEY,6.2
8017,1943,CHINA,5
3749,1943,INDONESIA,8.1
3751,1943,USA TERRITORY,7.8
3752,1943,AUSTRALIA,7.9
3755,1943,JAPAN,7.4
3758,1943,NEW CALEDONIA,7.5
3759,1943,KERMADEC ISLANDS (NEW ZEALAND),7.6
3761,1943,MYANMAR (BURMA),7.2
3762,1943,INDONESIA,7.6
3764,1943,TURKEY,7.6
3768,1943,RUSSIA,7.6
3769,1943,TURKEY,
3770,1944,ARGENTINA,7.8
3774,1944,TURKEY,7.4
8018,1944,CHINA,7.2
3777,1944,INDONESIA,7.5
3778,1944,IRAN,4.8
3779,1944,PAPUA NEW GUINEA,7.5
3780,1944,TURKEY,6
3781,1944,GREECE,5.7
3784,1944,USA,5.6
8019,1944,CHINA,7
3787,1944,NEW CALEDONIA,7.5
3789,1944,TURKEY,6.8
3790,1944,VANUATU,7.5
3791,1944,JAPAN,8.1
3797,1945,JAPAN,7.1
6648,1945,JAPAN,
3800,1945,UGANDA,6
3801,1945,TURKEY,6
3803,1945,IRAN,
3804,1945,TURKEY,
3805,1945,TURKEY,
3806,1945,CAMEROON,6.2
3807,1945,CHINA,6.3
3811,1945,PAKISTAN,8
3814,1945,TURKEY,
3816,1945,PAPUA NEW GUINEA,7.8
3817,1946,IRAN,
3819,1946,ALGERIA,5.6
3820,1946,TURKEY,5.6
3821,1946,IRAN,
3822,1946,USA,8.6
3825,1946,TURKEY,5.9
6349,1946,CANADA,7.3
3827,1946,CHILE,7.9
3828,1946,DOMINICAN REPUBLIC,7.9
3831,1946,DOMINICAN REPUBLIC,7.5
3832,1946,MYANMAR (BURMA),7.5
3833,1946,MYANMAR (BURMA),7.8
3834,1946,PAPUA NEW GUINEA,7.7
6351,1946,PERU,7
6352,1946,USA,
3835,1946,KYRGYZSTAN,7.6
3837,1946,TURKMENISTAN,7.5
3839,1946,PERU,7.3
3841,1946,TAIWAN,6.8
3845,1946,JAPAN,8.1
3848,1947,EL SALVADOR,
3851,1947,CHINA,7.7
6353,1947,NEW ZEALAND,7.1
8020,1947,CHINA,5.5
3852,1947,USA,6.4
3853,1947,PAPUA NEW GUINEA,7.3
6354,1947,NEW ZEALAND,6.9
8021,1947,CHINA,5.5
3854,1947,IRAN,4.1
3855,1947,COLOMBIA,
3857,1947,INDIA,7.9
3858,1947,PAKISTAN,7.6
3860,1947,ALGERIA,5.3
3863,1947,IRAN,6.9
3864,1947,GREECE,6.9
3866,1947,PERU,7.3
6355,1947,JAPAN,7
3869,1948,PHILIPPINES,8.3
3871,1948,GREECE,7.1
3872,1948,INDONESIA,7.9
6356,1948,JAPAN,
3873,1948,GREECE,6.5
3874,1948,ITALY,
3875,1948,PERU,7.1
3877,1948,USA,7.5
3878,1948,CHINA,7.3
3880,1948,PERU,6.8
6629,1948,INDONESIA,6.2
3881,1948,CHINA,6.8
3884,1948,JAPAN,7.3
3886,1948,GREECE,6.4
3889,1948,TONGA,7.9
3891,1948,TURKMENISTAN,7.3
8022,1948,CHINA,5.8
3894,1948,MEXICO,6.9
6357,1948,CHILE,7
6358,1949,RUSSIA,
7779,1949,GREECE,
8023,1949,CHINA,7.3
3897,1949,AFGHANISTAN,7.5
3898,1949,USA,7
3901,1949,CHILE,7.3
3902,1949,IRAN,6.3
6359,1949,INDONESIA,6.7
3905,1949,TAJIKISTAN,7.4
3907,1949,GREECE,6.7
3912,1949,ECUADOR,6.7
3914,1949,ECUADOR,6.8
3916,1949,TONGA,7.5
3917,1949,TURKEY,6.8
3921,1949,CANADA,8.1
9908,1949,PHILIPPINES,6.4
3922,1949,ITALY,
6360,1949,PAPUA NEW GUINEA,7.5
8024,1949,CHINA,5.5
3923,1949,USA,
3926,1949,CHILE,7.8
3927,1949,CHILE,7.8
3929,1949,PHILIPPINES,7.2
3931,1950,IRAN,
6588,1950,CHILE,7
8025,1950,CHINA,7
3933,1950,TURKEY,
3935,1950,RUSSIA,7.9
3937,1950,BRAZIL,
6361,1950,NEW ZEALAND,5.8
10123,1950,PANAMA,
3938,1950,PERU,7.9
3940,1950,PERU,6
3943,1950,INDONESIA,6.5
3947,1950,COLOMBIA,
3948,1950,VENEZUELA,6.8
3949,1950,ECUADOR,6.8
3950,1950,INDIA,8.6
8026,1950,CHINA,5.8
3954,1950,COSTA RICA,7.7
3955,1950,INDONESIA,7.6
6362,1950,GUATEMALA,7.5
3956,1950,INDONESIA,8.1
6363,1950,SOLOMON ISLANDS,7.3
3957,1950,MEXICO,6.8
3959,1950,VANUATU,7.8
3961,1950,CHILE,8
3962,1950,PERU,7
3966,1950,TONGA,7.7
3964,1950,MEXICO,7.5
3967,1951,PAPUA NEW GUINEA,
7529,1951,PAPUA NEW GUINEA,
3968,1951,PHILIPPINES,7.8
3970,1951,EL SALVADOR,6.5
3972,1951,PERU,7.9
3973,1951,MEXICO,6.2
3974,1951,NICARAGUA,6
3975,1951,NICARAGUA,5.5
3976,1951,ITALY,
3977,1951,TURKEY,6.7
3979,1951,USA,
3980,1951,USA,6.9
3982,1951,TAIWAN,7.3
3984,1951,CHINA,7.5
3985,1951,TAIWAN,7.5
3987,1951,INDIAN OCEAN,7.9
8027,1951,CHINA,6.3
3989,1952,TURKEY,6
3991,1952,PERU,7.5
3993,1952,JAPAN,8.1
3995,1952,JAPAN,7.1
6364,1952,USA,
3996,1952,PHILIPPINES,7.8
6365,1952,COSTA RICA,
3998,1952,TURKEY,
8031,1952,CHINA,6.5
9916,1952,VANUATU,6.8
3999,1952,USA,7.7
4001,1952,CHINA,
4002,1952,USA,5.8
8032,1952,CHINA,6.8
8033,1952,CHINA,5.5
4005,1952,TURKEY,5
4007,1952,RUSSIA,9
8034,1952,CHINA,5.8
4009,1952,COSTA RICA,
4010,1953,IRAN,
4011,1953,HAITI,5.7
4013,1953,IRAN,6.4
6589,1953,PERU,5.5
7977,1953,RUSSIA,5.8
4014,1953,TURKEY,7.5
4020,1953,PAPUA NEW GUINEA,7.4
4019,1953,IRAN,
8035,1953,CHINA,5
4021,1953,CHILE,7.6
6367,1953,DOMINICAN REPUBLIC,7.2
4022,1953,TURKEY,
4023,1953,VANUATU,7.5
4026,1953,GREECE,6.8
4029,1953,GREECE,7.2
4031,1953,CYPRUS,6.5
7443,1953,FIJI,6.4
9959,1953,SOLOMON ISLANDS,7.5
4032,1953,JAPAN,7.4
4033,1953,CHILE,7.4
4034,1953,PERU,7.4
4039,1954,MEXICO,6.2
8036,1954,CHINA,7.3
4041,1954,AUSTRALIA,5.4
4042,1954,MYANMAR (BURMA),7.4
4043,1954,SPAIN,7
4044,1954,GREECE,7
4045,1954,ATLANTIC OCEAN,7.5
4046,1954,GREECE,7
4048,1954,AFGHANISTAN,
8038,1954,CHINA,5.3
4049,1954,PHILIPPINES,6.8
4050,1954,USA,6.8
8039,1954,CHINA,7
4051,1954,IRAN,5
4052,1954,USA,6.8
4055,1954,ALGERIA,6.7
4056,1954,ALGERIA,6.7
4057,1954,ALGERIA,
4058,1954,ALGERIA,6
8040,1954,CHINA,5
4059,1954,INDONESIA,6.8
6368,1954,JAPAN,6.5
4060,1954,USA,7
6369,1955,VENEZUELA,
4061,1955,USA,
8042,1955,PAKISTAN,
4062,1955,KERMADEC ISLANDS (NEW ZEALAND),7.8
4066,1955,PHILIPPINES,7.6
4068,1955,NICARAGUA,6.2
4069,1955,GREECE,
4070,1955,CHINA,7.5
8041,1955,CHINA,7
4071,1955,GREECE,6.2
4073,1955,CHILE,7.1
4075,1955,GREECE,6
8054,1955,CHINA,6.5
6370,1955,INDIA,7.3
8043,1955,CHINA,6
4076,1955,TURKEY,6.8
4079,1955,COLOMBIA,6
4080,1955,COSTA RICA,5.8
6371,1955,SOLOMON ISLANDS,6.5
4083,1955,EGYPT,6.3
8029,1955,CHINA,6.8
8044,1955,CHINA,5.8
4084,1955,PERU,
6372,1955,PAPUA NEW GUINEA,7.3
4086,1956,MEXICO,6.5
9782,1956,CHILE,7.1
4087,1956,TONGA,7.7
4088,1956,HUNGARY,5.8
4089,1956,ECUADOR,7.3
4090,1956,NICARAGUA,7.3
4091,1956,SLOVENIA,4.5
4092,1956,TURKEY,5.8
10063,1956,NEW ZEALAND,5.3
6373,1956,JAPAN,
4094,1956,LEBANON,5.8
4095,1956,SPAIN,
4096,1956,FIJI,7.5
4099,1956,AFGHANISTAN,7.6
4100,1956,GREECE,7.8
7771,1956,GREECE,6.8
4101,1956,MYANMAR (BURMA),7
4102,1956,INDONESIA,7.5
4103,1956,INDIA,6.1
6374,1956,JAPAN,6.5
8045,1956,CHINA,5
4105,1956,RUSSIA,7.6
4107,1956,IRAN,6.8
4108,1956,GREECE,5.7
6375,1956,CHILE,
8046,1956,CHINA,5
4111,1957,TUNISIA,5.6
4112,1957,TAIWAN,7.2
4114,1957,GREECE,7
4116,1957,USA,8.6
4118,1957,USA,7.5
4120,1957,SAMOA,7.5
4121,1957,INDONESIA,7.5
4122,1957,IRAN,
4123,1957,TURKEY,6.9
4125,1957,TURKEY,7.1
4130,1957,TURKEY,7.1
8047,1957,CHINA,5
4132,1957,INDONESIA,7.3
4134,1957,RUSSIA,7.6
4137,1957,IRAN,6.6
4139,1957,MEXICO,7.9
6546,1957,CHILE,7
4142,1957,IRAN,
4143,1957,PHILIPPINES,7.6
6377,1957,INDONESIA,
4144,1957,FIJI,7.5
6378,1957,INDONESIA,6
4147,1957,BOLIVIA,7.8
6379,1957,SOLOMON ISLANDS,
4149,1957,MONGOLIA,8.1
4150,1957,IRAN,7.1
4154,1957,SOLOMON ISLANDS,7.8
4157,1958,PERU,7.3
4159,1958,IRAN,
4160,1958,COLOMBIA,7.6
4163,1958,COLOMBIA,
8048,1958,CHINA,6.2
4165,1958,JAPAN,7.5
6324,1958,INDONESIA,6.7
4166,1958,AZORES (PORTUGAL),
4167,1958,USA,7.8
4170,1958,PERU,7.5
4172,1958,IRAN,6.7
4174,1958,PERU,
4175,1958,CHILE,6.8
6380,1958,RUSSIA,
4176,1958,IRAN,
8049,1958,CHINA,5.8
4178,1958,INDONESIA,6.7
6381,1958,PACIFIC OCEAN,6.1
4179,1958,RUSSIA,8.3
6382,1958,RUSSIA,
4181,1958,ITALY,
4182,1958,ITALY,
6383,1959,JAPAN,
4183,1959,ITALY,
6384,1959,PERU,7.4
4184,1959,FRANCE,5.5
6385,1959,RUSSIA,5
4185,1959,ITALY,
4186,1959,ITALY,
4187,1959,TURKEY,6.3
4188,1959,TAIWAN,7.5
4192,1959,RUSSIA,8.2
4194,1959,MEXICO,6.8
4195,1959,BOLIVIA,7.5
4196,1959,RUSSIA,7
8050,1959,CHINA,5
8051,1959,CHINA,5.4
4197,1959,TAIWAN,7
4198,1959,SOLOMON ISLANDS,7.3
4199,1959,USA,7.7
4201,1959,MEXICO,6.9
4203,1959,ALBANIA,6.1
4205,1959,KERMADEC ISLANDS (NEW ZEALAND),7.7
4206,1959,TURKEY,6.2
6590,1959,JAPAN,
6386,1959,RUSSIA,7.2
4208,1959,ALGERIA,5.5
8030,1959,CHINA,6.4
4209,1959,PERU,
4211,1960,PERU,7.8
4213,1960,PERU,7
8055,1960,CHINA,5.3
4214,1960,ALGERIA,5.6
4216,1960,MOROCCO,5.9
6387,1960,JAPAN,7.5
6388,1960,JAPAN,6.7
8056,1960,CHINA,5.8
4220,1960,IRAN,6
4221,1960,INDONESIA,
4223,1960,CHILE,8.2
4227,1960,CHILE,9.5
4228,1960,GREECE,6.5
6389,1960,PAPUA NEW GUINEA,6.6
6591,1960,JAPAN,6.7
4229,1960,ECUADOR,
4230,1960,INDIA,
4232,1960,CONGO,6.6
4233,1960,PHILIPPINES,
6390,1960,CHILE,7.4
8057,1960,CHINA,6.8
4234,1960,PERU,6.7
6391,1961,RUSSIA,6.6
6392,1961,JAPAN,
6393,1961,JAPAN,
6394,1961,JAPAN,
4237,1961,INDIA,7.6
6395,1961,RUSSIA,
4238,1961,JAPAN,7.3
4239,1961,KERMADEC ISLANDS (NEW ZEALAND),7.5
8058,1961,CHINA,4.9
4240,1961,INDONESIA,6.5
4241,1961,ITALY,
4242,1961,USA,
8059,1961,CHINA,6.8
7780,1961,TURKEY,6.5
4243,1961,ETHIOPIA,6.5
4246,1961,IRAN,6.6
8060,1961,CHINA,5.8
6917,1961,COLOMBIA,6.5
4247,1961,IRAN,
8061,1961,CHINA,6
6397,1961,JAPAN,
6398,1961,VANUATU,7.3
6399,1961,SOLOMON ISLANDS,6.4
6400,1961,JAPAN,
6401,1961,RUSSIA,6.7
4248,1961,JAPAN,7.3
4249,1961,PERU,7.5
4250,1961,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,7.5
4251,1961,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,7.7
